    ,Ngày đăng bài,Tên,Giá,Năm SX,Nhiên liệu,Kiểu dáng,Tình trạng,Km đã đi,Hộp số,Xuất xứ,Tỉnh thành
1263,07/10/2025,Toyota Vios 1.5E MT 2016,245 triệu,2016,Máy xăng,Sedan,Xe cũ,01 km,Số sàn,Nhập khẩu,Đồng Nai
1264,07/10/2025,Hyundai Starex 2.4 MT 2016,390 triệu,2016,Máy dầu,Van/Minivan,Xe cũ,99 km,Số sàn,Nhập khẩu,Gò Vấp - Tp.HCM
1265,07/10/2025,Nissan Almera CVT Cao cấp 2023,470 triệu,2023,Máy xăng,Sedan,Xe cũ,72.000 km,Số tự động,Nhập khẩu,Tp.HCM
1266,07/10/2025,Mitsubishi Xpander Cross 1.5 AT 2024,619 triệu,2024,Máy xăng,Crossover,Xe cũ,9.000 km,Số tự động,Nhập khẩu,Tp.HCM
1267,07/10/2025,Toyota Camry 2.4G 2005,180 triệu,2005,Máy xăng,Sedan,Xe cũ,200.000 km,Số sàn,Trong nước,Đoan Hùng - Phú Thọ
1268,04/10/2025,Ford Laser 2004,115 triệu,2004,Máy xăng,Sedan,Xe cũ,130.000 km,Số tự động,Nhập khẩu,Tp.HCM
1269,07/10/2025,VinFast VF7 Plus 2024,770 triệu,2024,Điện,SUV,Xe cũ,15.000 km,Số tự động,Trong nước,Hà Nam
1270,07/10/2025,Hyundai Verna 2010,135 triệu,2010,Máy xăng,Sedan,Xe cũ,180.000 km,Số sàn,Nhập khẩu,Đoan Hùng - Phú Thọ
1271,07/10/2025,Chevrolet Lacetti EX 1.6 MT 2013,165 triệu,2013,Máy xăng,Sedan,Xe cũ,150.000 km,Số sàn,Trong nước,Đoan Hùng - Phú Thọ
1272,07/10/2025,Mitsubishi Pajero Sport D 4x2 AT 2018,675 triệu,2018,Máy dầu,SUV,Xe cũ,100.000 km,Số tự động,Nhập khẩu,Đoan Hùng - Phú Thọ
1273,27/09/2025,Hyundai Veloster 2011,279 triệu,2011,Máy xăng,Sport Car,Xe cũ,120.000 km,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội
1274,01/10/2025,Hyundai Santa Fe 2.4L Xăng Tiêu chuẩn 2019,796.3 triệu,2019,Máy xăng,SUV,Xe cũ,111.000 km,Số tự động,Trong nước,Tp.HCM
1275,07/10/2025,Suzuki Ertiga 1.5L Sport AT 2022,344 triệu,2022,Máy xăng,MPV,Xe cũ,120.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1276,07/10/2025,BMW 320i Sport Line Plus 2021,1 tỉ 190 triệu,2021,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Tp.HCM
1277,07/10/2025,Toyota Vios 1.5G AT 2019,360 triệu,2019,Máy xăng,Sedan,Xe cũ,01 km,Số tự động,Nhập khẩu,Đồng Nai
1278,07/10/2025,Kia Rondo 2.0 GAT 2017,400 triệu,2017,Máy xăng,MPV,Xe cũ,62 km,Số tự động,Nhập khẩu,Tp.HCM
1279,07/10/2025,Mitsubishi Attrage CVT Premium 2024,425 triệu,2024,Máy xăng,Sedan,Xe cũ,37.000 km,Số tự động,Nhập khẩu,Cần Thơ
1280,07/10/2025,Toyota Fortuner 2.4 AT 2022,929 triệu,2022,Máy dầu,SUV,Xe cũ,55.000 km,Số tự động,Trong nước,Tp.HCM
1281,01/10/2025,Kia Carens 1.7 CRDi AT 2008,239 triệu,2008,Máy dầu,MPV,Xe cũ,140.000 km,Số tự động,Nhập khẩu,Tp.HCM
1282,30/09/2025,Toyota Corolla Cross 1.8 V 2023,760 triệu,2023,Máy xăng,N/A,Xe cũ,19.695 km,Số tự động,N/A,Hà Nội
1283,04/10/2025,Mazda 6 2.0 Premium 2021,660 triệu,2021,Máy xăng,Sedan,Xe cũ,72.000 km,Số tự động,Trong nước,Tp.HCM
1284,07/10/2025,Mitsubishi Xpander 1.5 AT 2021,352 triệu,2021,Máy xăng,MPV,Xe cũ,220.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1285,04/10/2025,Hyundai Grand i10 Sedan 1.2 MT 2018,170 triệu,2018,Máy xăng,Sedan,Xe cũ,289.343 km,Số sàn,Trong nước,Hà Nội
1286,03/10/2025,Mazda 3 1.5 Hatchback 2021,570 triệu,2021,Máy xăng,Hatchback,Xe cũ,24.039 km,Số sàn,Nhập khẩu,Tp.HCM
1287,01/10/2025,Kia Carnival 2.2D Signature 2021,1 tỉ 070 triệu,2021,Máy dầu,MPV,Xe cũ,63.000 km,Số tự động,Trong nước,Tp.HCM
1288,05/10/2025,Chevrolet Cruze LT 1.8 2010,170 triệu,2010,Máy xăng,Sedan,Xe cũ,64.000 km,Số sàn,Trong nước,Tp.HCM
1289,03/10/2025,Mitsubishi Outlander 2.0 CVT 2023,660 triệu,2023,Máy xăng,SUV,Xe cũ,24.000 km,Số tự động,Nhập khẩu,Cần Thơ
1290,29/09/2025,Peugeot 2008 Active 2022,560 triệu,2022,Máy xăng,SUV,Xe cũ,85.000 km,Số tự động,Trong nước,Phú Thọ
1291,07/10/2025,Ford Ranger Wildtrak 2.0L 4x2 AT 2019,580 triệu,2019,Máy dầu,Bán tải,Xe cũ,69.000 km,Số tự động,Nhập khẩu,Tp.HCM
1292,07/10/2025,Mercedes-Benz GLE 450 4Matic 2020,2 tỉ 490 triệu,2020,Máy xăng,SUV,Xe cũ,60.000 km,Số tự động,Nhập khẩu,Tp.HCM
1293,07/10/2025,Ford Transit 2018,350 triệu,2018,Máy dầu,Van/Minivan,Xe cũ,300.000 km,Số sàn,Trong nước,Hà Nội
1294,03/10/2025,Kia Morning MT 2012,122 triệu,2012,Máy xăng,Hatchback,Xe cũ,142.082 km,Số sàn,Nhập khẩu,Cần Thơ
1295,01/10/2025,Kia Morning 1.1MT 2014,165 triệu,2014,Máy xăng,Hatchback,Xe cũ,118.000 km,Số sàn,Nhập khẩu,Đắk Lắk
1296,07/10/2025,Mitsubishi Xpander 1.5 AT 2021,489 triệu,2021,Máy xăng,MPV,Xe cũ,52.000 km,Số tự động,Nhập khẩu,Lâm Đồng
1297,07/10/2025,Hyundai Santa Fe 2.2 Dầu Đặc biệt 2020,850 triệu,2020,Máy dầu,SUV,Xe cũ,36.000 km,Số tự động,Trong nước,Tp.HCM
1298,07/10/2025,Toyota Veloz 2024,599 triệu,2024,Máy xăng,N/A,Xe cũ,1.900 km,Số tự động,N/A,Đồng Nai
1299,07/10/2025,Toyota Fortuner 2.7V 2018,660 triệu,2018,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Nhập khẩu,Tp.HCM
1300,01/10/2025,Hyundai Grand i10 1.0 AT 2014,135 triệu,2014,Máy xăng,Hatchback,Xe cũ,100.000 km,Số sàn,Trong nước,Đà Nẵng
1301,29/09/2025,Ford Ranger 2023,625 triệu,2023,Máy xăng,N/A,Xe cũ,60.000 km,Số tự động,N/A,Hà Nội
1302,27/09/2025,Kia Morning Si 1.25 MT 2017,180 triệu,2017,Máy xăng,Hatchback,Xe cũ,46.000 km,Số sàn,Nhập khẩu,Đồng Nai
1303,07/10/2025,Toyota Innova 2.0J 2016,205 triệu,2016,Máy xăng,MPV,Xe cũ,380.000 km,Số sàn,Trong nước,Hà Nội
1304,07/10/2025,VinFast VF 3 2024,222 triệu,2024,Điện,Special Purpose,Xe cũ,1.000 km,Số tự động,Trong nước,Tp.HCM
1305,07/10/2025,Suzuki XL7 GLX 2022,415 triệu,2022,Máy xăng,SUV,Xe cũ,63.000 km,Số tự động,Nhập khẩu,Tp.HCM
1306,07/10/2025,Kia Cerato 1.6 AT Luxury 2020,468 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Lâm Đồng
1307,07/10/2025,Toyota Corolla Cross 1.8 G 2022,635 triệu,2022,Máy xăng,Crossover,Xe cũ,87.444 km,Số tự động,Nhập khẩu,Quận 12 - Tp.HCM
1308,07/10/2025,Peugeot 2008 GT Line 2024,715 triệu,2024,Máy xăng,SUV,Xe cũ,13.000 km,Số tự động,Nhập khẩu,Đắk Lắk
1309,05/10/2025,Honda Civic 1.8 AT 2019,480 triệu,2019,Máy xăng,Sedan,Xe cũ,86.000 km,Số tự động,Nhập khẩu,Bình Định
1310,07/10/2025,Mercedes-Benz C200 Avantgarde Plus 2022,1 tỉ 389 triệu,2022,Máy xăng,Sedan,Xe cũ,18.000 km,Số tự động,Nhập khẩu,Tp.HCM
1311,07/10/2025,Mercedes-Benz C300 AMG First Edition 2022,1 tỉ 679 triệu,2022,Máy xăng,Sedan,Xe cũ,13.000 km,Số tự động,Nhập khẩu,Tp.HCM
1312,07/10/2025,Mercedes-Benz S450L 4Matic 2022,3 tỉ 699 triệu,2022,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Tp.HCM
1313,07/10/2025,Toyota Corolla Cross 1.8 V 2021,680 triệu,2021,Máy xăng,Crossover,Xe cũ,47.000 km,N/A,Nhập khẩu,Nhơn Trạch - Đồng Nai
1314,07/10/2025,Honda HR-V RS 2022,735 triệu,2022,Máy xăng,SUV,Xe cũ,29.000 km,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM
1315,07/10/2025,Kia Carnival 3.5G Signature 2021,999 triệu,2021,Máy xăng,MPV,Xe cũ,52.000 km,Số tự động,Nhập khẩu,Đồng Nai
1316,01/10/2025,Ford Everest Limited 2013,355 triệu,2013,Máy dầu,SUV,Xe cũ,25.000 km,Số tự động,Trong nước,Hải Phòng
1317,07/10/2025,Mercedes-Benz C300 AMG 2019,1 tỉ 059 triệu,2019,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Tp.HCM
1318,07/10/2025,BMW 330i M Sport 2021,1 tỉ 359 triệu,2021,Máy xăng,Sedan,Xe cũ,43.000 km,Số tự động,Nhập khẩu,Tp.HCM
1319,07/10/2025,Kia Cerato 1.6 AT Deluxe 2010,235 triệu,2010,Máy xăng,Sedan,Xe cũ,184.000 km,Số tự động,Nhập khẩu,Hải Phòng
1320,30/09/2025,Hyundai Accent 1.4 AT 2022,350 triệu,2022,Máy xăng,Sedan,Xe cũ,175.000 km,Số tự động,Nhập khẩu,Tp.HCM
1321,18/09/2025,Ford Ranger Wildtrak 2.0L 4x4 AT 2022,785 triệu,2022,Máy dầu,Bán tải,Xe cũ,42.000 km,Số tự động,Trong nước,Hà Đông - Hà Nội
1322,07/10/2025,Mercedes-Benz GLE 43 4Matic Coupe 2017,1 tỉ 650 triệu,2017,Máy xăng,SUV,Xe cũ,N/A,Số tự động,Nhập khẩu,Đồng Nai
1323,07/10/2025,Hyundai Sonata 2.0L-6AT 2011,279 triệu,2011,Máy xăng,Sedan,Xe cũ,90.000 km,Số tự động,Nhập khẩu,Đồng Nai
1324,30/09/2025,Kia Sonet 1.5 Premium 2022,550 triệu,2022,Máy xăng,SUV,Xe cũ,19.544 km,Số tự động,Trong nước,Quận 2 - Tp.HCM
1325,07/10/2025,Toyota Fortuner 2.5G 4x2 MT 2010,370 triệu,2010,Máy dầu,SUV,Xe cũ,N/A,Số sàn,Nhập khẩu,Đồng Nai
1326,07/10/2025,Hyundai Santa Fe SLX 2010,380 triệu,2010,Máy xăng,SUV,Xe cũ,117.000 km,Số tự động,Nhập khẩu,Tp.HCM
1327,07/10/2025,Toyota Vios G 2025,505 triệu,2025,Máy xăng,Sedan,Xe cũ,7.000 km,Số tự động,Nhập khẩu,Bắc Ninh
1328,07/10/2025,Toyota Vios G 2025,505 triệu,2025,Máy xăng,Sedan,Xe cũ,7.000 km,Số tự động,Nhập khẩu,Bắc Ninh
1329,07/10/2025,Mazda CX-30 2.0L Premium 2022,619 triệu,2022,Máy xăng,Crossover,Xe cũ,30.000 km,Số tự động,Nhập khẩu,Cẩm Lệ - Đà Nẵng
1330,07/10/2025,Hyundai Grand i10 2017,198 triệu,2017,Máy xăng,N/A,Xe cũ,N/A,Số sàn,N/A,Bắc Giang
1331,07/10/2025,Ford Transit 2017,290 triệu,2017,Máy dầu,Van/Minivan,Xe cũ,110.000 km,Số sàn,Nhập khẩu,Tp.HCM
1332,07/10/2025,Kia Sorento 2WD 2.4 GAT 2016,439 triệu,2016,Máy xăng,SUV,Xe cũ,180.000 km,Số tự động,Trong nước,Tp.HCM
1333,07/10/2025,Hyundai Stargazer 1.5 AT Cao cấp 2024,535 triệu,2024,Máy xăng,MPV,Xe cũ,30.000 km,Số tự động,Nhập khẩu,Tp.HCM
1334,07/10/2025,Toyota Yaris Cross Xăng 2025,609 triệu,2025,Máy xăng,SUV,Xe cũ,N/A,Số tự động,Nhập khẩu,Đồng Nai
1335,02/10/2025,Toyota Corolla Altis 1.8G CVT 2018,550 triệu,2018,Máy xăng,Sedan,Xe cũ,60.000 km,Số tự động,Nhập khẩu,Tp.HCM
1336,07/10/2025,Honda City RS 2023,539 triệu,2023,Máy xăng,Sedan,Xe cũ,14.100 km,Số tự động,Trong nước,Tp.HCM
1337,07/10/2025,Chevrolet Colorado LTZ 2.8 AT 4x4 2017,365 triệu,2017,Máy dầu,Bán tải,Xe cũ,90.000 km,Số tự động,Nhập khẩu,Đắk Lắk
1338,07/10/2025,BMW 430i 2023,2 tỉ 638 triệu,2023,Máy xăng,N/A,Xe cũ,22.222 km,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM
1339,04/10/2025,Mitsubishi Outlander 2.0 CVT Premium 2021,635 triệu,2021,Máy xăng,SUV,Xe cũ,770.000 km,Số tự động,Nhập khẩu,Hà Nội
1340,29/09/2025,MG 5 1.5L Luxury 2022,395 triệu,2022,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Vĩnh Phúc
1341,05/10/2025,Ford Fiesta S 1.6 AT 2012,245 triệu,2012,Máy xăng,Sedan,Xe cũ,83.000 km,Số tự động,Trong nước,Hà Nội
1342,05/10/2025,Toyota Fortuner 2.5G 2010,362 triệu,2010,Máy dầu,SUV,Xe cũ,180.000 km,Số sàn,Trong nước,Plei Ku - Gia Lai
1343,02/10/2025,Mitsubishi Xpander AT 2019,465 triệu,2019,Máy xăng,MPV,Xe cũ,52.000 km,Số tự động,Nhập khẩu,Tp.HCM
1344,02/10/2025,Honda CR-V 1.5 G 2023,895 triệu,2023,Máy xăng,SUV,Xe cũ,13.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM
1345,03/10/2025,Hyundai Accent 1.4 MT Tiêu chuẩn 2021,375 triệu,2021,Máy xăng,Sedan,Xe cũ,90.000 km,Số sàn,Trong nước,Tây Ninh
1346,02/10/2025,Kia Sorento 2WD 2.2 DATH 2018,590 triệu,2018,Máy dầu,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Tp.HCM
1347,27/09/2025,Mitsubishi Attrage CVT 2020,315 triệu,2020,Máy xăng,Sedan,Xe cũ,60.000 km,Số tự động,Nhập khẩu,Đồng Nai
1348,07/10/2025,Mazda CX-5 2.0 Luxury 2022,670 triệu,2022,Máy xăng,SUV,Xe cũ,84.000 km,Số tự động,Nhập khẩu,Bình Dương
1349,07/10/2025,Mitsubishi Attrage CVT Premium 2022,395 triệu,2022,Máy xăng,Sedan,Xe cũ,29.270 km,Số tự động,Nhập khẩu,Tp.HCM
1350,07/10/2025,Ford Transit Cao cấp 2022,665 triệu,2022,Máy dầu,Van/Minivan,Xe cũ,98.000 km,Số sàn,Trong nước,Tp.HCM
1351,07/10/2025,Ford Transit Cao cấp 2022,665 triệu,2022,Máy dầu,Van/Minivan,Xe cũ,99.000 km,Số tự động,Nhập khẩu,Tp.HCM
1352,07/10/2025,Peugeot 5008 GT 2022,880 triệu,2022,Máy xăng,SUV,Xe cũ,37.000 km,Số tự động,Nhập khẩu,Đồng Nai
1353,03/10/2025,Mitsubishi Triton 4×2 AT 2018,390 triệu,2018,Máy dầu,Bán tải,Xe cũ,74.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1354,07/10/2025,BMW 523i 2008,265 triệu,2008,Máy xăng,Sedan,Xe cũ,10.689 km,Số tự động,Nhập khẩu,Hà Nội
1355,07/10/2025,Hyundai Accent 1.4 AT 2022,390 triệu,2022,Máy xăng,Sedan,Xe cũ,79.000 km,Số tự động,Trong nước,Đắk Lắk
1356,07/10/2025,Mitsubishi Xpander AT Premium 2024,595 triệu,2024,Máy xăng,Crossover,Xe cũ,11.000 km,Số tự động,Nhập khẩu,Tp.HCM
1357,07/10/2025,Mitsubishi Outlander 2.0 CVT 2022,680 triệu,2022,Máy xăng,SUV,Xe cũ,65.452 km,Số tự động,Nhập khẩu,Hà Tĩnh
1358,10/09/2025,Hyundai Grand Starex 2.4 MT 2008,240 triệu,2008,Máy dầu,Van/Minivan,Xe cũ,12.000 km,Số sàn,Nhập khẩu,Đông Anh - Hà Nội
1359,04/10/2025,Mazda 3 1.5 Hatchback 2019,430 triệu,2019,Máy xăng,Hatchback,Xe cũ,35.000 km,Số tự động,Trong nước,Đà Nẵng
1360,07/10/2025,VinFast VF5 Plus 2024,380 triệu,2024,Máy xăng,N/A,Xe cũ,78.000 km,Số tự động,N/A,Bình Dương
1361,30/09/2025,Chevrolet Spark LT 2016,135 triệu,2016,Máy xăng,Hatchback,Xe cũ,120.000 km,Số sàn,Trong nước,Tp.HCM
1362,29/09/2025,Toyota Vios G 2022,420 triệu,2022,Máy xăng,Sedan,Xe cũ,58.000 km,Số tự động,Nhập khẩu,Gia Lâm - Hà Nội
1363,07/10/2025,Ford Everest 2023,1 tỉ 200 triệu,2023,Máy xăng,N/A,Xe cũ,N/A,Số tự động,Nhập khẩu,Hà Nội
1364,30/09/2025,Kia Seltos 2021,490 triệu,2021,Máy xăng,N/A,Xe cũ,N/A,Số tự động,Nhập khẩu,Hà Nội
1365,07/10/2025,Toyota Hilux 3.0G 4x4 MT 2011,375 triệu,2011,Máy dầu,Bán tải,Xe cũ,138.268 km,Số sàn,Nhập khẩu,Plei Ku - Gia Lai
1366,27/09/2025,Toyota Hilux 2.4G 4x2 AT 2021,625 triệu,2021,Máy dầu,Bán tải,Xe cũ,72.000 km,Số tự động,Nhập khẩu,Plei Ku - Gia Lai
1367,07/10/2025,Mercedes-Benz G63 4.0 V8 2021,10 tỉ 499 triệu,2021,Máy xăng,SUV,Xe cũ,17.000 km,Số tự động,Nhập khẩu,Tp.HCM
1368,07/10/2025,Volkswagen Tiguan Luxury 2022,1 tỉ 150 triệu,2022,Máy xăng,SUV,Xe cũ,38.000 km,Số tự động,Nhập khẩu,Tp.HCM
1369,07/10/2025,Toyota Zace 2003,125 triệu,2003,Máy xăng,Van/Minivan,Xe cũ,200 km,Số sàn,Trong nước,Đồng Nai
1370,07/10/2025,Hyundai Grand i10 1.0 AT 2015,165 triệu,2015,Máy xăng,Hatchback,Xe cũ,678 km,Số tự động,Nhập khẩu,Đắk Lắk
1371,07/10/2025,Mercedes-Benz C300 AMG 2022,1 tỉ 699 triệu,2022,Máy xăng,Sedan,Xe cũ,26.000 km,Số tự động,Nhập khẩu,Tp.HCM
1372,07/10/2025,Toyota Vios 1.5G AT 2022,455 triệu,2022,Máy xăng,Sedan,Xe cũ,32.000 km,Số tự động,Nhập khẩu,Bình Dương
1373,07/10/2025,Hyundai Kona 2.0 AT Tiêu chuẩn 2020,460 triệu,2020,Máy xăng,SUV,Xe cũ,60.000 km,Số tự động,Trong nước,Đắk Lắk
1374,07/10/2025,Mitsubishi Xpander AT Premium 2022,540 triệu,2022,Máy xăng,Crossover,Xe cũ,66.000 km,Số tự động,Nhập khẩu,Tp.HCM
1375,27/09/2025,Nissan Navara XE 2.5 AT 2013,305 triệu,2013,Máy dầu,Bán tải,Xe cũ,138.268 km,Số tự động,Nhập khẩu,Plei Ku - Gia Lai
1376,07/10/2025,Mercedes-Benz GLC 300 4Matic 2023,2 tỉ 399 triệu,2023,Máy xăng,SUV,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Tp.HCM
1377,07/10/2025,Porsche Macan 2.0 2022,3 tỉ 399 triệu,2022,Máy xăng,SUV,Xe cũ,10.000 km,Số tự động,Nhập khẩu,Tp.HCM
1378,07/10/2025,Mercedes-Benz GLE 53 2022,3 tỉ 898 triệu,2022,Máy xăng,SUV,Xe cũ,13.000 km,Số tự động,Nhập khẩu,Tp.HCM
1379,02/10/2025,Nissan Navara 2WD cao cấp 2019,445 triệu,2019,Máy dầu,Bán tải,Xe cũ,142.268 km,Số tự động,Nhập khẩu,Plei Ku - Gia Lai
1380,07/10/2025,Mitsubishi Triton Athlete 4x2 AT 2021,530 triệu,2021,Máy dầu,Bán tải,Xe cũ,N/A,Số tự động,Nhập khẩu,Bình Dương
1381,03/10/2025,Kia Morning Van 1.0 AT 2015,170 triệu,2015,Máy xăng,Van/Minivan,Xe cũ,120.000 km,Số tự động,Trong nước,Ninh Bình
1382,29/09/2025,Suzuki XL7 GLX 2022,470 triệu,2022,Máy xăng,SUV,Xe cũ,25.400 km,Số tự động,Nhập khẩu,Cần Thơ
1383,07/10/2025,Mercedes-Benz C300 AMG 2019,999 triệu,2019,Máy xăng,Sedan,Xe cũ,66.000 km,Số tự động,Trong nước,Quận 7 - Tp.HCM
1384,07/10/2025,Kia Morning EX 1.25 MT 2018,155 triệu,2018,Máy xăng,Hatchback,Xe cũ,200.000 km,Số sàn,Trong nước,Đắk Lắk
1385,07/10/2025,Kia Forte 2013,255 triệu,2013,Máy xăng,Sedan,Xe cũ,13.000 km,Số tự động,Nhập khẩu,Đà Nẵng
1386,07/10/2025,Lexus RX 350 Luxury 2008,439 triệu,2008,Máy xăng,SUV,Xe cũ,780.000 km,Số tự động,Nhập khẩu,Đà Nẵng
1387,07/10/2025,Kia Sonet 1.5 Premium 2024,575 triệu,2024,Máy xăng,SUV,Xe cũ,6.500 km,Số tự động,Trong nước,Đồng Nai
1388,07/10/2025,Mazda CX-8 Luxury 2023,795 triệu,2023,Máy xăng,SUV,Xe cũ,33.000 km,Số tự động,Nhập khẩu,Tp.HCM
1389,07/10/2025,Mercedes-Benz C200 Exclusive 2020,939 triệu,2020,Máy xăng,Sedan,Xe cũ,43.000 km,Số tự động,Trong nước,Gò Vấp - Tp.HCM
1390,06/10/2025,Hyundai Grand i10 Sedan 1.2 MT 2016,180 triệu,2016,Máy xăng,Sedan,Xe cũ,150.000 km,Số sàn,Nhập khẩu,Vĩnh Phúc
1391,07/10/2025,Ford Everest Sport 2.0L ST5 6AT 2x2 2024,1 tỉ 150 triệu,2024,Máy xăng,SUV,Xe cũ,12.600 km,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM
1392,07/10/2025,Kia Morning SLX 1.0 AT 2009,146 triệu,2009,Máy xăng,Hatchback,Xe cũ,17 km,Số tự động,Nhập khẩu,Hà Nội
1393,07/10/2025,Mercedes-Benz C300 AMG 2019,999 triệu,2019,Máy xăng,Sedan,Xe cũ,88.000 km,Số tự động,Trong nước,Quận 7 - Tp.HCM
1394,03/10/2025,Ford Everest 2.5 AT 2010,220 triệu,2010,Máy xăng,SUV,Xe cũ,339.000 km,Số tự động,Nhập khẩu,Hà Nội
1395,30/09/2025,Kia K3 1.6MT 2022,415 triệu,2022,Máy xăng,Sedan,Xe cũ,56.700 km,Số sàn,Trong nước,Đà Nẵng
1396,07/10/2025,Volkswagen Viloran Luxury 2024,1 tỉ 700 triệu,2024,Máy xăng,SUV,Xe cũ,13.000 km,Số tự động,N/A,Hà Nội
1397,07/10/2025,Mercedes-Benz E200 Exclusive 2018,999 triệu,2018,Máy xăng,Sedan,Xe cũ,71.000 km,Số tự động,Trong nước,Quận 7 - Tp.HCM
1398,05/10/2025,Toyota Wigo 1.2 G AT 2021,340 triệu,2021,Máy xăng,Hatchback,Xe cũ,25.000 km,Số tự động,Nhập khẩu,Tp.HCM
1399,27/09/2025,Kia Sorento 2020,650 triệu,2020,Máy dầu,SUV,Xe cũ,64.000 km,Số tự động,Trong nước,Tp.HCM
1400,07/10/2025,Toyota Hilux 2010,243 triệu,2010,Máy xăng,Bán tải,Xe cũ,N/A,Số tự động,N/A,Bình Định
1401,06/10/2025,Acura MDX 2008,365 triệu,2008,Máy xăng,SUV,Xe cũ,120.000 km,Số tự động,Nhập khẩu,Đà Nẵng
1402,01/10/2025,Hyundai Accent 1.4 AT Đặc biệt 2023,465 triệu,2023,Máy xăng,Sedan,Xe cũ,38.000 km,Số tự động,Trong nước,Bà Rịa Vũng Tàu
1403,07/10/2025,Kia Cerato 1.6 MT 2019,345 triệu,2019,Máy xăng,Sedan,Xe cũ,86.000 km,Số sàn,Trong nước,Đà Nẵng
1404,07/10/2025,Toyota Vios 1.5 G CVT 2019,385 triệu,2019,Máy xăng,Sedan,Xe cũ,42.000 km,Số tự động,Trong nước,Bình Dương
1405,07/10/2025,Chevrolet Colorado 2019,410 triệu,2019,Máy dầu,Bán tải,Xe cũ,96.000 km,Số sàn,Trong nước,Đà Nẵng
1406,07/10/2025,Mitsubishi Xpander Cross 1.5 AT 2023,595 triệu,2023,Máy xăng,Crossover,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Bình Dương
1407,27/09/2025,Suzuki XL7 GLX 2022,430 triệu,2022,Máy xăng,MPV,Xe cũ,160.000 km,Số tự động,Nhập khẩu,Tp.HCM
1408,04/10/2025,Ford Everest 2.5 MT 2013,380 triệu,2013,Máy xăng,SUV,Xe cũ,202.000 km,Số sàn,Nhập khẩu,Biên Hòa - Đồng Nai
1409,07/10/2025,Mercedes-Benz C250 2009,245 triệu,2009,Máy xăng,Sedan,Xe cũ,100.000 km,Số tự động,Nhập khẩu,Bến Tre
1410,04/10/2025,Kia Forte SX 1.6 AT 2011,245 triệu,2011,Máy xăng,Sedan,Xe cũ,80.000 km,Số tự động,Trong nước,Đà Nẵng
1411,07/10/2025,Chevrolet Cruze LTZ 2017,289 triệu,2017,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Dĩ An - Bình Dương
1412,07/10/2025,MG HS 2020,485 triệu,2020,Máy xăng,N/A,Xe cũ,41.000 km,Số tự động,Nhập khẩu,Nam Định
1413,06/10/2025,Toyota Vios 2010,142 triệu,2010,Máy xăng,Sedan,Xe cũ,220.000 km,Số sàn,Nhập khẩu,Tp.HCM
1414,07/10/2025,Kia Morning S 1.25 AT 2014,215 triệu,2014,Máy xăng,Hatchback,Xe cũ,70.000 km,Số tự động,Trong nước,Hà Nội
1415,07/10/2025,MG 5 STD 2022,385 triệu,2022,Máy xăng,Sedan,Xe cũ,120.000 km,Số tự động,Nhập khẩu,Tp.HCM
1416,07/10/2025,Toyota Innova 2.0E 2018,435 triệu,2018,Máy xăng,MPV,Xe cũ,114.642 km,Số sàn,Trong nước,Thủ Đức - Tp.HCM
1417,07/10/2025,Mitsubishi Xpander Cross 1.5 AT 2023,565 triệu,2023,Máy xăng,Crossover,Xe cũ,70.000 km,Số tự động,Nhập khẩu,Đà Nẵng
1418,07/10/2025,Toyota Yaris 2024,620 triệu,2024,Máy xăng,Hatchback,Xe cũ,9.000 km,Số tự động,Nhập khẩu,Thừa Thiên Huế
1419,07/10/2025,Ford Explorer 2.3L Ecoboost 2023,1 tỉ 789 triệu,2023,Máy xăng,Crossover,Xe cũ,23.000 km,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM
1420,07/10/2025,Hyundai Grand i10 1.2 AT 2020,315 triệu,2020,Máy xăng,Hatchback,Xe cũ,62.000 km,Số tự động,Trong nước,Đồng Nai
1421,07/10/2025,Ford Transit Cao cấp 2023,735 triệu,2023,Máy dầu,Van/Minivan,Xe cũ,21.000 km,Số tự động,Trong nước,Tp.HCM
1422,01/10/2025,Mazda 3 Sedan 1.5L Premium 2022,565 triệu,2022,Máy xăng,Sedan,Xe cũ,40.000 km,Số tự động,Trong nước,Tp.HCM
